TransactionID,ProductName,StoreLocation,Quantity,Price,Date
TXN100381,eggs,sainsbury,3,16.17,2023-05-27
TXN100382,soda,co-op,7,93.97,2023-02-17
TXN100383,milk,sainsbury,1,8.18,2023-01-06
TXN100384,eggs,aldi,14,41.79,2023-07-02
TXN100385,fruits,co-op,3,42.95,2023-08-24
TXN100386,snacks,sainsbury,8,20.32,2023-08-26
TXN100387,eggs,tesco,15,3.56,2023-01-12
TXN100388,milk,tesco,19,20.39,2023-11-08
TXN100389,cheese,tesco,19,29.98,2023-11-10
TXN100390,juice,aldi,5,66.57,2023-10-25
TXN100391,bread,lidl,16,84.85,2023-09-07
TXN100392,snacks,aldi,8,66.35,2023-02-23
TXN100393,milk,sainsbury,1,96.01,2023-12-24
TXN100394,cheese,co-op,14,55.3,2023-06-17
TXN100395,snacks,aldi,6,19.7,2023-11-30
TXN100396,eggs,sainsbury,18,44.47,2023-01-30
TXN100397,butter,sainsbury,16,52.12,2023-05-13
TXN100398,milk,lidl,1,45.09,2023-05-08
TXN100399,vegetables,lidl,2,6.68,2023-08-01
TXN100400,snacks,co-op,14,52.24,2023-05-17
TXN100401,milk,aldi,10,19.7,2023-05-05
TXN100402,snacks,sainsbury,13,12.1,2023-03-13
TXN100403,butter,lidl,5,29.09,2023-09-03
TXN100404,bread,tesco,12,21.08,2023-10-30
TXN100405,vegetables,co-op,17,3.96,2023-02-23
TXN100406,soda,lidl,3,53.09,2023-04-25
TXN100407,cheese,tesco,13,48.28,2023-03-24
TXN100408,eggs,tesco,11,10.26,2023-07-31
TXN100409,bread,aldi,8,18.2,2023-01-06
TXN100410,milk,co-op,7,20.57,2023-01-02
TXN100411,bread,lidl,8,38.47,2023-04-01
TXN100412,butter,sainsbury,13,67.41,2023-12-25
TXN100413,snacks,co-op,12,62.17,2023-05-06
TXN100414,fruits,sainsbury,4,85.74,2023-09-07
TXN100415,cheese,aldi,7,84.93,2023-08-14
TXN100416,milk,tesco,2,8.82,2023-10-29
TXN100417,soda,tesco,13,39.93,2023-02-07
TXN100418,milk,aldi,19,58.98,2023-08-19
TXN100419,milk,co-op,4,19.27,2023-04-13
TXN100420,soda,aldi,11,69.68,2023-11-05
TXN100421,fruits,aldi,2,12.98,2023-03-21
TXN100422,eggs,tesco,13,45.57,2023-09-26
TXN100423,bread,lidl,10,15.79,2024-01-01
TXN100424,soda,sainsbury,11,50.22,2023-07-21
TXN100425,eggs,tesco,16,98.88,2023-08-29
TXN100426,snacks,tesco,9,99.78,2023-11-21
TXN100427,juice,tesco,7,25.67,2023-01-26
TXN100428,butter,aldi,16,46.71,2023-07-31
TXN100429,cheese,sainsbury,15,,2023-03-01
TXN100430,milk,lidl,15,90.12,2023-08-09
TXN100431,soda,lidl,7,99.68,2023-05-06
TXN100432,vegetables,aldi,13,88.02,2023-09-07
TXN100433,eggs,aldi,16,73.23,2023-03-15
TXN100434,juice,aldi,9,37.28,2023-01-10
TXN100435,snacks,lidl,11,68.91,2023-06-17
TXN100436,milk,aldi,7,8.08,2023-08-01
TXN100437,fruits,aldi,11,83.09,2023-02-08
TXN100438,fruits,aldi,18,26.36,2023-03-19
TXN100439,eggs,aldi,10,75.7,2023-08-30
TXN100440,vegetables,lidl,16,86.71,2023-06-18
TXN100441,butter,sainsbury,13,76.19,2023-05-13
TXN100442,eggs,tesco,9,59.54,2023-07-30
TXN100443,soda,sainsbury,11,97.21,2023-09-21
TXN100444,fruits,sainsbury,12,29.69,2023-08-05
TXN100445,cheese,aldi,13,46.25,2023-04-04
TXN100446,bread,lidl,7,60.97,2023-08-18
TXN100447,snacks,co-op,3,42.11,2023-01-15
TXN100448,fruits,aldi,11,13.27,2023-03-12
TXN100449,snacks,sainsbury,2,41.42,2023-11-30
TXN100450,butter,sainsbury,11,42.14,2023-06-11
TXN100451,fruits,lidl,2,94.03,2023-08-18
TXN100452,juice,co-op,2,48.58,2023-04-28
TXN100453,milk,aldi,17,14.37,2023-11-18
TXN100454,bread,aldi,16,26.82,2023-08-23
TXN100455,cheese,tesco,19,70.95,2023-11-10
TXN100456,fruits,sainsbury,1,1.79,2023-12-17
TXN100457,butter,sainsbury,13,69.26,2023-11-04
TXN100458,eggs,tesco,12,25.61,2023-05-31
TXN100459,eggs,aldi,2,56.84,2023-01-04
TXN100460,cheese,aldi,19,11.01,2023-05-30
TXN100461,vegetables,tesco,16,93.75,2023-05-09
TXN100462,butter,sainsbury,9,12.04,2023-12-16
TXN100463,butter,lidl,9,61.18,2023-11-07
TXN100464,fruits,lidl,6,76.46,2023-07-10
TXN100465,bread,lidl,15,87.9,2023-06-09
TXN100466,soda,lidl,14,38.54,2023-02-10
TXN100467,,co-op,3,16.27,2023-10-10
TXN100468,butter,sainsbury,17,27.18,2023-04-09
TXN100469,milk,lidl,2,17.73,2023-04-29
TXN100470,vegetables,co-op,8,50.67,2023-04-25
TXN100471,juice,aldi,14,61.02,2023-09-22
TXN100472,snacks,co-op,19,85.5,2023-12-19
TXN100473,fruits,tesco,16,24.53,2023-12-28
TXN100474,cheese,tesco,18,82.3,2023-09-06
TXN100475,eggs,lidl,1,12.18,2023-11-22
TXN100476,,tesco,6,71.22,2023-03-05
TXN100477,snacks,tesco,19,62.31,2023-01-18
TXN100478,snacks,co-op,3,77.94,2023-11-16
TXN100479,eggs,tesco,7,6.16,2023-01-23
TXN100480,vegetables,co-op,15,26.41,2023-02-05
TXN100481,soda,co-op,14,65.76,2023-09-08
TXN100482,bread,sainsbury,4,31.97,2023-10-12
TXN100483,snacks,tesco,10,74.2,2023-05-01
TXN100484,butter,tesco,8,85.16,2023-06-10
TXN100485,cheese,aldi,4,21.84,2023-05-13
TXN100486,soda,aldi,12,60.49,2023-12-19
TXN100487,bread,sainsbury,12,,2023-04-21
TXN100488,bread,co-op,1,70.15,2023-12-19
TXN100489,eggs,co-op,17,51.77,2023-06-24
TXN100490,snacks,lidl,11,5.87,2023-02-26
TXN100491,eggs,lidl,19,64.29,2023-07-28
TXN100492,cheese,aldi,12,85.18,2023-01-04
TXN100493,cheese,sainsbury,10,72.49,2023-10-12
TXN100494,vegetables,aldi,18,47.31,2023-09-16
TXN100495,snacks,aldi,18,17.39,2023-08-30
TXN100496,butter,co-op,17,42.71,2023-09-22
TXN100497,fruits,lidl,3,31.29,2023-11-07
TXN100498,bread,aldi,11,47.36,2023-11-19
TXN100499,fruits,aldi,11,30.38,2023-03-30
TXN100500,vegetables,sainsbury,5,28.18,2023-06-05
TXN100501,snacks,tesco,11,23.57,2023-08-02
TXN100502,butter,tesco,6,49.01,2023-10-07
TXN100503,soda,tesco,1,30.25,2023-10-09
TXN100504,fruits,co-op,15,28.87,2023-01-12
TXN100505,fruits,co-op,13,82.89,2023-09-18
TXN100506,juice,tesco,17,44.51,2023-01-04
TXN100507,butter,sainsbury,9,93.26,2023-01-14
TXN100508,milk,co-op,1,28.32,2023-04-08
TXN100509,snacks,co-op,14,13.92,2023-05-16
TXN100510,juice,lidl,11,52.86,2023-08-07
TXN100511,eggs,tesco,19,80.33,2023-04-13
TXN100512,juice,aldi,6,73.15,2023-04-27
TXN100513,butter,sainsbury,3,4.06,2023-03-08
TXN100514,snacks,aldi,11,78.73,2023-02-11
TXN100515,eggs,lidl,12,,2023-08-02
TXN100516,bread,co-op,3,24.92,2023-08-15
TXN100517,cheese,lidl,10,56.33,2023-05-13
