TransactionID,ProductName,StoreLocation,Quantity,Price,Date,TotalSales
TXN100093,Snacks,Lidl,15,39.77,2023-12-25,596.5500000000001
TXN100094,Soda,Co-Op,15,92.65,2023-07-13,1389.75
TXN100095,Soda,Lidl,19,63.11,2023-06-11,1199.09
TXN100096,Soda,Tesco,12,32.72,2023-01-18,392.64
TXN100097,Vegetables,Lidl,7,73.46,2023-06-17,514.2199999999999
TXN100098,Fruits,Aldi,6,42.53,2023-07-01,255.18
TXN100099,Bread,Lidl,16,34.91,2023-08-03,558.56
TXN100100,Cheese,Lidl,12,31.78,2024-01-01,381.36
TXN100101,Eggs,Co-Op,7,46.05,2023-12-19,322.34999999999997
TXN100102,Fruits,Aldi,17,32.94,2023-11-24,559.98
TXN100103,Juice,Co-Op,15,33.3,2023-11-27,499.49999999999994
TXN100105,Juice,Co-Op,4,74.6,2023-03-26,298.4
TXN100106,Eggs,Lidl,12,11.29,2023-02-26,135.48
TXN100107,Bread,Lidl,18,61.65,2023-03-04,1109.7
TXN100108,Soda,Sainsbury,4,10.42,2023-01-04,41.68
TXN100109,Soda,Aldi,10,89.75,2023-07-11,897.5
TXN100110,Eggs,Lidl,1,24.93,2023-04-16,24.93
TXN100111,Soda,Sainsbury,2,8.51,2023-01-18,17.02
TXN100112,Fruits,Lidl,14,82.41,2023-08-19,1153.74
TXN100113,Bread,Tesco,4,47.7,2023-04-09,190.8
TXN100114,Juice,Tesco,9,62.42,2023-02-13,561.78
TXN100115,Snacks,Co-Op,1,54.08,2023-07-25,54.08
TXN100116,Milk,Co-Op,3,64.32,2023-10-19,192.95999999999998
TXN100117,Bread,Lidl,8,52.22,2023-02-16,417.76
TXN100119,Bread,Tesco,3,16.66,2023-11-02,49.980000000000004
TXN100120,Juice,Lidl,14,40.57,2023-02-27,567.98
TXN100121,Snacks,Sainsbury,19,82.73,2023-12-25,1571.8700000000001
TXN100122,Juice,Aldi,18,13.79,2023-11-21,248.21999999999997
TXN100123,Vegetables,Tesco,13,20.76,2023-03-16,269.88
TXN100124,Vegetables,Co-Op,11,22.05,2023-02-11,242.55
TXN100125,Soda,Co-Op,11,52.8,2023-11-18,580.8
TXN100126,Fruits,Sainsbury,13,58.1,2023-12-14,755.3000000000001
TXN100127,Milk,Aldi,4,91.45,2023-11-18,365.8
TXN100128,Butter,Aldi,18,26.77,2023-04-05,481.86
TXN100129,Snacks,Tesco,1,88.1,2023-07-15,88.1
TXN100130,Cheese,Sainsbury,4,44.77,2023-08-02,179.08
TXN100131,Vegetables,Aldi,10,56.39,2023-04-10,563.9
TXN100132,Eggs,Sainsbury,16,24.41,2023-08-30,390.56
TXN100133,Eggs,Sainsbury,3,13.31,2023-02-26,39.93
TXN100134,Bread,Sainsbury,10,56.19,2023-10-08,561.9
TXN100135,Bread,Co-Op,7,3.8,2023-06-08,26.599999999999998
TXN100136,Vegetables,Tesco,1,2.6,2023-07-22,2.6
TXN100137,Milk,Lidl,11,40.75,2023-03-12,448.25
TXN100138,Juice,Aldi,17,12.77,2023-08-15,217.09
TXN100139,Soda,Tesco,3,32.9,2023-05-08,98.69999999999999
TXN100140,Eggs,Tesco,3,17.86,2023-12-19,53.58
TXN100141,Cheese,Aldi,13,28.69,2023-03-13,372.97
TXN100142,Juice,Lidl,1,48.44,2023-06-09,48.44
TXN100143,Eggs,Tesco,16,77.55,2023-08-15,1240.8
TXN100144,Soda,Aldi,7,77.99,2023-01-24,545.93
TXN100145,Bread,Co-Op,18,82.72,2023-10-03,1488.96
TXN100146,Bread,Sainsbury,13,11.04,2023-04-04,143.51999999999998
TXN100147,Vegetables,Lidl,12,57.02,2023-03-07,684.24
TXN100148,Vegetables,Co-Op,3,73.39,2023-02-06,220.17000000000002
TXN100149,Butter,Co-Op,5,22.98,2023-08-11,114.9
TXN100150,Cheese,Lidl,4,70.87,2023-01-20,283.48
TXN100151,Soda,Lidl,16,2.39,2023-05-02,38.24
TXN100152,Fruits,Co-Op,4,83.66,2023-06-18,334.64
TXN100153,Eggs,Lidl,19,50.34,2023-01-06,956.46
TXN100154,Eggs,Sainsbury,10,57.06,2023-07-22,570.6
TXN100155,Fruits,Lidl,4,49.8,2023-07-20,199.2
TXN100156,Fruits,Tesco,9,35.89,2023-12-31,323.01
TXN100157,Bread,Co-Op,2,38.71,2023-10-04,77.42
TXN100158,Juice,Co-Op,17,73.17,2023-12-01,1243.89
TXN100159,Eggs,Lidl,3,32.29,2023-07-12,96.87
TXN100160,Eggs,Tesco,12,82.12,2023-02-19,985.44
TXN100161,Snacks,Sainsbury,9,93.26,2023-03-14,839.34
TXN100162,Eggs,Tesco,10,3.05,2023-03-07,30.5
TXN100163,Soda,Tesco,10,35.08,2023-12-15,350.79999999999995
TXN100164,Cheese,Sainsbury,12,38.62,2023-01-26,463.43999999999994
TXN100165,Soda,Sainsbury,4,55.41,2023-06-04,221.64
TXN100166,Cheese,Aldi,8,25.65,2023-04-17,205.2
TXN100167,Vegetables,Co-Op,5,40.31,2023-07-27,201.55
TXN100168,Eggs,Tesco,9,67.68,2023-11-27,609.1200000000001
TXN100169,Butter,Lidl,16,29.02,2023-04-05,464.32
TXN100170,Milk,Aldi,6,92.01,2023-12-17,552.0600000000001
TXN100171,Butter,Co-Op,6,96.9,2023-04-02,581.4000000000001
TXN100172,Fruits,Tesco,1,34.89,2023-08-11,34.89
TXN100173,Fruits,Sainsbury,1,36.23,2023-04-14,36.23
TXN100174,Juice,Sainsbury,15,59.8,2023-08-21,897.0
TXN100175,Soda,Aldi,12,21.13,2023-08-11,253.56
TXN100176,Milk,Tesco,16,84.76,2023-12-13,1356.16
TXN100177,Snacks,Lidl,3,33.75,2023-02-01,101.25
TXN100178,Vegetables,Tesco,2,49.5,2023-09-08,99.0
TXN100179,Eggs,Aldi,16,92.84,2023-07-26,1485.44
TXN100180,Snacks,Co-Op,18,95.54,2023-05-18,1719.72
TXN100181,Snacks,Aldi,18,50.04,2023-01-25,900.72
TXN100182,Cheese,Aldi,4,16.7,2023-11-03,66.8
TXN100183,Juice,Lidl,10,35.03,2023-04-09,350.3
TXN100184,Juice,Aldi,8,82.29,2023-06-21,658.32
TXN100185,Cheese,Tesco,13,99.32,2023-11-27,1291.1599999999999
TXN100186,Snacks,Co-Op,14,29.38,2023-11-23,411.32
TXN100187,Vegetables,Aldi,9,56.75,2023-01-21,510.75
TXN100188,Juice,Aldi,18,11.17,2023-09-14,201.06
TXN100189,Soda,Co-Op,17,92.72,2023-10-18,1576.24
TXN100190,Fruits,Co-Op,5,68.29,2023-02-08,341.45000000000005
TXN100191,Cheese,Tesco,12,70.63,2023-02-26,847.56
TXN100192,Snacks,Lidl,8,66.72,2023-12-02,533.76
TXN100193,Soda,Aldi,6,83.5,2023-04-25,501.0
TXN100194,Juice,Sainsbury,6,32.81,2023-01-08,196.86
TXN100195,Soda,Aldi,19,47.18,2023-05-29,896.42
TXN100196,Cheese,Tesco,11,68.8,2023-11-04,756.8
TXN100197,Juice,Tesco,2,5.17,2023-01-03,10.34
TXN100198,Bread,Aldi,17,50.84,2023-11-05,864.2800000000001
TXN100199,Eggs,Co-Op,1,58.62,2023-01-24,58.62
TXN100200,Juice,Sainsbury,2,14.12,2023-10-22,28.24
TXN100201,Juice,Tesco,15,96.14,2023-03-06,1442.1
TXN100202,Butter,Sainsbury,9,69.5,2023-06-08,625.5
TXN100203,Cheese,Co-Op,2,79.45,2023-01-11,158.9
TXN100204,Milk,Tesco,3,69.93,2023-07-29,209.79000000000002
TXN100205,Snacks,Co-Op,8,82.24,2023-11-16,657.92
TXN100206,Snacks,Co-Op,12,52.91,2023-06-06,634.92
TXN100207,Butter,Sainsbury,13,79.97,2023-12-29,1039.61
TXN100208,Juice,Lidl,17,33.9,2023-10-01,576.3
TXN100209,Snacks,Aldi,18,22.98,2023-03-05,413.64
TXN100210,Eggs,Co-Op,17,87.44,2023-08-09,1486.48
TXN100211,Juice,Co-Op,8,15.22,2023-10-27,121.76
TXN100212,Bread,Co-Op,17,22.99,2023-08-15,390.83
TXN100213,Bread,Aldi,19,45.7,2023-01-27,868.3000000000001
TXN100214,Snacks,Co-Op,7,53.7,2023-03-22,375.90000000000003
TXN100215,Fruits,Tesco,12,98.48,2023-07-02,1181.76
TXN100216,Snacks,Sainsbury,11,29.24,2023-03-03,321.64
TXN100217,Snacks,Lidl,4,74.83,2023-09-17,299.32
TXN100218,Soda,Sainsbury,16,46.23,2023-05-01,739.68
TXN100219,Bread,Sainsbury,14,87.43,2023-06-15,1224.02
TXN100220,Eggs,Aldi,11,66.19,2023-06-01,728.0899999999999
TXN100221,Juice,Tesco,6,29.8,2023-11-30,178.8
TXN100222,Bread,Tesco,6,32.06,2023-12-15,192.36
TXN100223,Milk,Sainsbury,18,88.25,2023-08-09,1588.5
TXN100224,Snacks,Sainsbury,4,72.54,2023-01-06,290.16
TXN100225,Eggs,Tesco,15,84.88,2023-12-29,1273.1999999999998
TXN100226,Vegetables,Co-Op,8,21.26,2023-06-28,170.08
TXN100227,Bread,Aldi,3,72.33,2023-03-03,216.99
TXN100228,Bread,Tesco,16,22.92,2023-06-14,366.72
TXN100229,Soda,Co-Op,3,86.56,2023-12-24,259.68
TXN100230,Soda,Lidl,5,11.85,2023-07-15,59.25
TXN100231,Eggs,Lidl,17,53.79,2023-01-07,914.43
TXN100232,Fruits,Co-Op,8,35.33,2023-03-14,282.64
TXN100233,Vegetables,Tesco,2,96.74,2023-05-23,193.48
TXN100234,Eggs,Aldi,14,69.99,2023-06-12,979.8599999999999
TXN100235,Cheese,Tesco,2,6.33,2023-09-23,12.66
TXN100236,Juice,Co-Op,16,36.45,2023-12-26,583.2
TXN100238,Vegetables,Sainsbury,17,56.75,2023-01-05,964.75
TXN100239,Snacks,Sainsbury,5,14.13,2023-07-26,70.65
TXN100240,Bread,Tesco,3,59.12,2023-12-22,177.35999999999999
TXN100241,Bread,Co-Op,5,69.74,2023-05-16,348.7
TXN100242,Eggs,Tesco,14,78.11,2023-04-30,1093.54
TXN100243,Butter,Aldi,17,73.62,2023-11-24,1251.54
TXN100244,Eggs,Sainsbury,4,36.44,2023-08-12,145.76
TXN100245,Vegetables,Tesco,16,20.13,2023-04-01,322.08
TXN100246,Vegetables,Sainsbury,4,96.77,2023-02-14,387.08
TXN100247,Bread,Co-Op,6,22.88,2023-05-24,137.28
TXN100248,Eggs,Lidl,10,3.88,2023-08-20,38.8
TXN100249,Eggs,Aldi,12,89.07,2023-05-16,1068.84
TXN100250,Bread,Lidl,19,66.79,2023-01-16,1269.0100000000002
TXN100251,Bread,Lidl,13,93.71,2023-08-16,1218.23
TXN100252,Snacks,Sainsbury,17,32.37,2023-03-08,550.29
TXN100253,Vegetables,Sainsbury,15,31.02,2023-06-18,465.3
TXN100254,Vegetables,Co-Op,5,47.51,2023-03-07,237.54999999999998
TXN100255,Vegetables,Aldi,2,37.26,2023-09-06,74.52
TXN100256,Butter,Tesco,15,44.16,2023-07-08,662.4
TXN100257,Vegetables,Lidl,10,64.17,2023-10-04,641.7
TXN100258,Cheese,Lidl,8,95.69,2023-10-14,765.52
TXN100259,Milk,Co-Op,3,44.27,2023-01-19,132.81
TXN100260,Snacks,Co-Op,1,16.03,2023-07-15,16.03
TXN100261,Milk,Lidl,18,84.67,2023-07-26,1524.06
TXN100262,Cheese,Aldi,8,23.37,2023-03-11,186.96
TXN100263,Fruits,Co-Op,2,49.68,2023-08-03,99.36
TXN100264,Snacks,Aldi,11,72.59,2023-07-17,798.49
TXN100265,Fruits,Sainsbury,3,67.12,2023-02-04,201.36
TXN100266,Eggs,Lidl,3,43.98,2023-03-26,131.94
TXN100267,Juice,Co-Op,15,96.06,2023-06-07,1440.9
TXN100269,Milk,Sainsbury,3,51.98,2023-04-03,155.94
TXN100270,Soda,Aldi,14,83.25,2023-01-08,1165.5
TXN100271,Cheese,Lidl,19,55.79,2023-10-02,1060.01
TXN100272,Eggs,Tesco,7,71.19,2023-06-29,498.33
TXN100273,Juice,Sainsbury,16,11.64,2023-08-10,186.24
TXN100274,Juice,Aldi,18,69.74,2023-09-07,1255.32
TXN100275,Bread,Tesco,12,60.85,2023-12-08,730.2
TXN100276,Cheese,Lidl,11,80.52,2023-06-01,885.7199999999999
TXN100277,Soda,Aldi,19,43.56,2023-06-23,827.6400000000001
TXN100278,Bread,Sainsbury,19,25.67,2023-01-31,487.73
TXN100279,Soda,Aldi,5,32.49,2023-02-10,162.45000000000002
TXN100281,Juice,Aldi,17,19.21,2023-03-29,326.57
TXN100282,Butter,Tesco,2,82.65,2023-08-25,165.3
TXN100283,Cheese,Co-Op,3,94.78,2023-01-29,284.34000000000003
TXN100284,Milk,Sainsbury,10,53.07,2023-08-25,530.7
TXN100285,Vegetables,Aldi,8,53.75,2023-09-10,430.0
TXN100286,Snacks,Co-Op,9,15.86,2023-03-20,142.74
TXN100287,Eggs,Lidl,9,37.49,2023-02-14,337.41
TXN100288,Soda,Sainsbury,4,40.91,2023-05-20,163.64
TXN100289,Vegetables,Tesco,2,50.43,2023-11-24,100.86
TXN100290,Milk,Sainsbury,16,55.56,2023-12-07,888.96
TXN100291,Soda,Tesco,12,59.68,2023-01-16,716.16
TXN100292,Cheese,Tesco,16,77.75,2023-02-10,1244.0
TXN100293,Fruits,Tesco,19,75.66,2023-01-01,1437.54
TXN100294,Butter,Sainsbury,11,89.19,2023-05-30,981.0899999999999
TXN100295,Bread,Co-Op,14,86.95,2023-05-23,1217.3
TXN100296,Cheese,Tesco,5,68.34,2023-05-20,341.70000000000005
TXN100297,Fruits,Tesco,8,82.88,2023-09-26,663.04
TXN100298,Snacks,Co-Op,6,42.57,2023-03-14,255.42000000000002
TXN100299,Snacks,Lidl,13,63.27,2023-08-23,822.51
TXN100300,Cheese,Co-Op,1,69.49,2023-09-15,69.49
TXN100301,Vegetables,Lidl,6,35.1,2023-09-18,210.60000000000002
TXN100302,Bread,Aldi,2,66.27,2023-01-30,132.54
TXN100303,Fruits,Sainsbury,4,94.57,2023-09-09,378.28
TXN100304,Bread,Aldi,8,64.64,2023-09-07,517.12
TXN100305,Fruits,Sainsbury,9,56.96,2024-01-01,512.64
TXN100306,Bread,Co-Op,8,59.97,2023-07-25,479.76
TXN100307,Butter,Sainsbury,1,80.94,2023-04-13,80.94
TXN100308,Butter,Co-Op,4,47.79,2023-08-24,191.16
TXN100309,Bread,Lidl,7,70.44,2023-08-07,493.08
TXN100310,Cheese,Tesco,6,81.37,2023-12-05,488.22
TXN100311,Fruits,Sainsbury,6,43.2,2023-10-17,259.20000000000005
TXN100312,Soda,Aldi,7,52.01,2023-11-03,364.07
TXN100313,Eggs,Co-Op,15,7.52,2023-10-09,112.8
TXN100314,Eggs,Lidl,16,30.18,2023-08-23,482.88
TXN100315,Butter,Tesco,9,92.18,2023-04-06,829.6200000000001
TXN100316,Snacks,Lidl,18,29.43,2023-08-01,529.74
TXN100317,Juice,Co-Op,4,22.62,2023-01-24,90.48
TXN100318,Eggs,Lidl,2,81.45,2023-07-09,162.9
TXN100319,Cheese,Co-Op,8,97.19,2023-08-29,777.52
TXN100320,Snacks,Sainsbury,7,36.89,2023-10-31,258.23
TXN100321,Snacks,Sainsbury,11,75.39,2023-11-03,829.29
TXN100322,Eggs,Co-Op,12,54.05,2023-01-24,648.5999999999999
TXN100323,Fruits,Co-Op,10,64.53,2023-03-08,645.3
TXN100324,Milk,Tesco,3,95.02,2023-07-15,285.06
TXN100325,Soda,Lidl,10,83.49,2023-10-23,834.9
TXN100326,Butter,Lidl,10,52.73,2023-08-21,527.3
TXN100327,Milk,Co-Op,12,43.9,2023-07-21,526.8
TXN100328,Milk,Lidl,12,50.81,2023-05-28,609.72
TXN100329,Bread,Co-Op,19,45.01,2023-02-12,855.1899999999999
TXN100330,Bread,Co-Op,4,10.43,2023-06-26,41.72
TXN100331,Snacks,Co-Op,16,70.15,2023-07-01,1122.4
TXN100332,Juice,Aldi,19,91.03,2023-06-30,1729.57
TXN100333,Butter,Tesco,10,37.72,2023-10-11,377.2
TXN100334,Soda,Co-Op,1,9.12,2023-07-08,9.12
TXN100335,Soda,Tesco,6,91.15,2023-07-01,546.9000000000001
TXN100336,Cheese,Co-Op,10,55.94,2023-09-14,559.4
TXN100337,Cheese,Sainsbury,11,7.28,2023-08-07,80.08
TXN100338,Butter,Lidl,4,1.46,2023-06-11,5.84
TXN100339,Vegetables,Aldi,3,11.3,2023-11-15,33.900000000000006
TXN100340,Vegetables,Sainsbury,11,43.38,2023-06-17,477.18
TXN100341,Fruits,Co-Op,5,29.17,2023-05-16,145.85000000000002
TXN100342,Soda,Sainsbury,14,49.89,2023-05-23,698.46
TXN100343,Bread,Lidl,4,57.48,2023-01-21,229.92
TXN100344,Vegetables,Lidl,5,87.8,2023-07-24,439.0
TXN100345,Juice,Lidl,8,75.01,2023-10-11,600.08
TXN100346,Bread,Co-Op,17,1.27,2023-08-24,21.59
TXN100347,Snacks,Lidl,17,98.53,2023-03-30,1675.01
TXN100348,Soda,Tesco,6,72.24,2023-08-27,433.43999999999994
TXN100349,Bread,Aldi,12,52.4,2023-03-01,628.8
TXN100350,Eggs,Lidl,15,30.84,2023-05-15,462.6
TXN100351,Soda,Aldi,3,69.87,2023-04-11,209.61
TXN100352,Eggs,Sainsbury,7,23.55,2023-01-17,164.85
TXN100353,Vegetables,Sainsbury,14,44.08,2023-11-22,617.12
TXN100354,Juice,Sainsbury,16,33.0,2023-03-09,528.0
TXN100355,Snacks,Co-Op,15,14.71,2023-04-02,220.65
TXN100356,Cheese,Tesco,18,31.54,2023-09-24,567.72
TXN100357,Fruits,Aldi,11,2.14,2023-07-27,23.540000000000003
TXN100358,Cheese,Co-Op,12,3.47,2023-04-18,41.64
TXN100359,Vegetables,Tesco,10,99.44,2023-08-04,994.4
TXN100360,Vegetables,Tesco,9,14.14,2023-02-27,127.26
TXN100361,Snacks,Sainsbury,5,57.72,2023-08-08,288.6
TXN100362,Butter,Lidl,12,14.27,2023-12-15,171.24
TXN100363,Butter,Tesco,13,76.87,2023-12-31,999.3100000000001
TXN100364,Milk,Lidl,2,9.21,2023-04-17,18.42
TXN100365,Milk,Sainsbury,14,1.48,2023-11-05,20.72
TXN100366,Bread,Aldi,14,46.08,2023-08-09,645.12
TXN100367,Milk,Co-Op,12,23.78,2023-04-15,285.36
TXN100368,Soda,Co-Op,15,44.7,2023-10-02,670.5
TXN100369,Soda,Sainsbury,8,86.87,2023-11-05,694.96
TXN100370,Soda,Tesco,3,25.42,2023-02-15,76.26
TXN100371,Eggs,Aldi,12,76.17,2023-07-25,914.04
TXN100372,Juice,Tesco,15,6.69,2023-11-08,100.35000000000001
TXN100373,Eggs,Co-Op,3,19.07,2023-01-09,57.21
TXN100374,Eggs,Lidl,4,48.36,2023-10-23,193.44
TXN100375,Fruits,Tesco,11,65.54,2023-12-03,720.94
TXN100376,Snacks,Lidl,8,65.89,2023-08-26,527.12
TXN100377,Eggs,Tesco,9,34.05,2023-10-08,306.45
TXN100378,Snacks,Sainsbury,12,6.07,2023-12-18,72.84
TXN100379,Bread,Aldi,1,11.03,2023-03-27,11.03
TXN100380,Eggs,Sainsbury,3,89.57,2023-04-27,268.71
TXN100381,Eggs,Sainsbury,3,16.17,2023-05-27,48.510000000000005
TXN100382,Soda,Co-Op,7,93.97,2023-02-17,657.79
TXN100383,Milk,Sainsbury,1,8.18,2023-01-06,8.18
TXN100384,Eggs,Aldi,14,41.79,2023-07-02,585.06
TXN100385,Fruits,Co-Op,3,42.95,2023-08-24,128.85000000000002
TXN100386,Snacks,Sainsbury,8,20.32,2023-08-26,162.56
TXN100387,Eggs,Tesco,15,3.56,2023-01-12,53.4
TXN100388,Milk,Tesco,19,20.39,2023-11-08,387.41
TXN100389,Cheese,Tesco,19,29.98,2023-11-10,569.62
TXN100390,Juice,Aldi,5,66.57,2023-10-25,332.84999999999997
TXN100391,Bread,Lidl,16,84.85,2023-09-07,1357.6
TXN100392,Snacks,Aldi,8,66.35,2023-02-23,530.8
TXN100393,Milk,Sainsbury,1,96.01,2023-12-24,96.01
TXN100394,Cheese,Co-Op,14,55.3,2023-06-17,774.1999999999999
TXN100395,Snacks,Aldi,6,19.7,2023-11-30,118.19999999999999
TXN100396,Eggs,Sainsbury,18,44.47,2023-01-30,800.46
TXN100397,Butter,Sainsbury,16,52.12,2023-05-13,833.92
TXN100398,Milk,Lidl,1,45.09,2023-05-08,45.09
TXN100399,Vegetables,Lidl,2,6.68,2023-08-01,13.36
TXN100400,Snacks,Co-Op,14,52.24,2023-05-17,731.36
TXN100401,Milk,Aldi,10,19.7,2023-05-05,197.0
TXN100402,Snacks,Sainsbury,13,12.1,2023-03-13,157.29999999999998
TXN100403,Butter,Lidl,5,29.09,2023-09-03,145.45
TXN100404,Bread,Tesco,12,21.08,2023-10-30,252.95999999999998
TXN100405,Vegetables,Co-Op,17,3.96,2023-02-23,67.32
TXN100406,Soda,Lidl,3,53.09,2023-04-25,159.27
TXN100407,Cheese,Tesco,13,48.28,2023-03-24,627.64
TXN100408,Eggs,Tesco,11,10.26,2023-07-31,112.86
TXN100409,Bread,Aldi,8,18.2,2023-01-06,145.6
TXN100410,Milk,Co-Op,7,20.57,2023-01-02,143.99
TXN100411,Bread,Lidl,8,38.47,2023-04-01,307.76
TXN100412,Butter,Sainsbury,13,67.41,2023-12-25,876.3299999999999
TXN100413,Snacks,Co-Op,12,62.17,2023-05-06,746.04
TXN100414,Fruits,Sainsbury,4,85.74,2023-09-07,342.96
TXN100415,Cheese,Aldi,7,84.93,2023-08-14,594.51
TXN100416,Milk,Tesco,2,8.82,2023-10-29,17.64
