TransactionID,ProductName,StoreLocation,Quantity,Price,Date,TotalSales
T100086,Apples,Tesco - Sheffield Hills,9,14.25,2024-08-13 21:23:32.516225,128.25
T100087,Milk,Tesco - Liverpool South,6,13.89,2025-01-17 21:23:32.516227,83.34
T100088,Bread,Tesco - Liverpool South,6,10.7,2024-04-30 21:23:32.516230,64.19999999999999
T100089,Milk,Tesco - Birmingham West,5,6.27,2024-04-24 21:23:32.516232,31.349999999999998
T100090,Juice,Tesco - Bristol Eastgate,4,10.3,2024-12-13 21:23:32.516235,41.2
T100091,Yogurt,Tesco - Sheffield Hills,10,9.23,2025-03-23 21:23:32.516237,92.30000000000001
T100092,Bread,Tesco - Birmingham West,1,14.84,2025-02-02 21:23:32.516240,14.84
T100093,Butter,Tesco - Leeds Market,9,13.86,2025-01-27 21:23:32.516243,124.74
T100094,Juice,Tesco - Leeds Market,9,18.65,2025-03-10 21:23:32.516254,167.85
T100095,Juice,Tesco - Manchester East,5,7.51,2024-08-08 21:23:32.516257,37.55
T100096,Juice,Tesco - Birmingham West,9,15.51,2024-07-04 21:23:32.516259,139.59
T100097,Biscuits,Tesco - Sheffield Hills,7,4.62,2024-11-14 21:23:32.516262,32.34
T100098,Apples,Tesco - Sheffield Hills,3,10.74,2024-09-04 21:23:32.516264,32.22
T100099,Yogurt,Tesco - London Central,8,16.12,2024-08-02 21:23:32.516267,128.96
T100100,Apples,Tesco - Manchester East,10,9.54,2024-07-09 21:23:32.516269,95.39999999999999
T100101,Bread,Tesco - Glasgow North,4,4.39,2024-10-05 21:23:32.516272,17.56
T100102,Apples,Tesco - Bristol Eastgate,7,7.15,2024-04-11 21:23:32.516274,50.050000000000004
T100103,Apples,Tesco - Cardiff Bay,10,18.24,2025-04-07 21:23:32.516277,182.39999999999998
T100104,Butter,Tesco - Manchester East,8,5.16,2024-10-29 21:23:32.516279,41.28
T100105,Cheese,Tesco - Manchester East,10,9.89,2024-06-28 21:23:32.516284,98.9
T100106,Butter,Tesco - Sheffield Hills,4,14.24,2025-01-27 21:23:32.516287,56.96
T100107,Juice,Tesco - Bristol Eastgate,9,7.17,2024-07-09 21:23:32.516289,64.53
T100108,Apples,Tesco - London Central,9,16.59,2024-09-23 21:23:32.516292,149.31
T100109,Eggs,Tesco - Sheffield Hills,3,11.54,2024-10-04 21:23:32.516295,34.62
T100110,Cheese,Tesco - Glasgow North,4,7.56,2024-07-14 21:23:32.516298,30.24
T100111,Juice,Tesco - Glasgow North,7,1.37,2024-10-22 21:23:32.516301,9.59
T100112,Biscuits,Tesco - Leeds Market,7,12.18,2024-10-27 21:23:32.516303,85.25999999999999
T100113,Milk,Tesco - Liverpool South,5,15.68,2025-03-04 21:23:32.516306,78.4
T100114,Cheese,Tesco - Leeds Market,10,9.93,2024-11-05 21:23:32.516308,99.3
T100115,Cheese,Tesco - Bristol Eastgate,3,13.75,2025-01-30 21:23:32.516310,41.25
T100116,Yogurt,Tesco - Manchester East,5,11.89,2024-10-04 21:23:32.516313,59.45
T100117,Yogurt,Tesco - Bristol Eastgate,2,8.53,2025-01-29 21:23:32.516315,17.06
T100118,Butter,Tesco - Liverpool South,1,6.26,2024-06-26 21:23:32.516318,6.26
T100119,Yogurt,Tesco - Cardiff Bay,9,19.29,2025-03-14 21:23:32.516321,173.60999999999999
T100120,Cheese,Tesco - Bristol Eastgate,1,6.13,2024-11-06 21:23:32.516323,6.13
T100121,Juice,Tesco - Glasgow North,2,3.83,2024-04-20 21:23:32.516326,7.66
T100122,Milk,Tesco - Liverpool South,5,5.81,2024-10-17 21:23:32.516328,29.049999999999997
T100123,Butter,Tesco - Glasgow North,1,15.02,2024-08-27 21:23:32.516331,15.02
T100124,Juice,Tesco - London Central,9,9.25,2024-11-26 21:23:32.516333,83.25
T100125,Bread,Tesco - Edinburgh Central,1,5.95,2024-05-16 21:23:32.516336,5.95
T100126,Cheese,Tesco - Bristol Eastgate,10,17.29,2024-10-06 21:23:32.516338,172.89999999999998
T100127,Eggs,Tesco - Cardiff Bay,5,3.0,2025-03-29 21:23:32.516342,15.0
T100128,Juice,Tesco - Birmingham West,7,18.76,2025-01-08 21:23:32.516346,131.32000000000002
T100129,Milk,Tesco - Sheffield Hills,2,15.29,2024-06-25 21:23:32.516352,30.58
T100130,Cereal,Tesco - Sheffield Hills,3,3.89,2024-12-31 21:23:32.516357,11.67
T100131,Bread,Tesco - Edinburgh Central,10,5.81,2024-10-03 21:23:32.516361,58.099999999999994
T100132,Cheese,Tesco - Manchester East,1,3.12,2024-07-31 21:23:32.516366,3.12
T100133,Yogurt,Tesco - Leeds Market,10,4.41,2024-05-07 21:23:32.516371,44.1
T100134,Cereal,Tesco - Liverpool South,3,5.97,2025-02-07 21:23:32.516375,17.91
T100135,Yogurt,Tesco - Manchester East,9,8.11,2024-06-03 21:23:32.516380,72.99
T100136,Butter,Tesco - Bristol Eastgate,6,8.93,2024-07-06 21:23:32.516388,53.58
T100137,Yogurt,Tesco - Liverpool South,7,13.84,2024-08-30 21:23:32.516390,96.88
T100138,Milk,Tesco - Cardiff Bay,4,5.91,2024-12-19 21:23:32.516393,23.64
T100139,Cereal,Tesco - London Central,4,17.33,2025-01-03 21:23:32.516396,69.32
T100140,Cereal,Tesco - Sheffield Hills,2,4.45,2025-04-08 21:23:32.516398,8.9
T100141,Cheese,Tesco - Bristol Eastgate,2,7.09,2024-10-06 21:23:32.516401,14.18
T100142,Eggs,Tesco - Bristol Eastgate,8,4.86,2024-09-12 21:23:32.516403,38.88
T100143,Biscuits,Tesco - Bristol Eastgate,10,19.36,2024-06-13 21:23:32.516406,193.6
T100144,Eggs,Tesco - Sheffield Hills,5,13.63,2024-06-03 21:23:32.516408,68.15
T100145,Eggs,Tesco - Birmingham West,8,9.29,2024-06-11 21:23:32.516411,74.32
T100146,Eggs,Tesco - Leeds Market,7,3.16,2024-05-27 21:23:32.516413,22.12
T100147,Bread,Tesco - Birmingham West,6,7.15,2025-02-24 21:23:32.516416,42.900000000000006
T100148,Cheese,Tesco - Leeds Market,10,3.15,2024-05-12 21:23:32.516418,31.5
T100149,Apples,Tesco - Cardiff Bay,2,17.43,2024-11-19 21:23:32.516422,34.86
T100150,Bread,Tesco - Cardiff Bay,3,4.54,2024-05-06 21:23:32.516424,13.620000000000001
T100151,Apples,Tesco - Sheffield Hills,8,5.54,2024-08-04 21:23:32.516427,44.32
T100152,Milk,Tesco - Birmingham West,4,1.33,2025-03-28 21:23:32.516430,5.32
T100153,Biscuits,Tesco - London Central,6,12.76,2025-01-15 21:23:32.516432,76.56
T100154,Cheese,Tesco - Sheffield Hills,9,3.33,2024-04-09 21:23:32.516435,29.97
T100155,Biscuits,Tesco - Sheffield Hills,7,4.14,2024-11-04 21:23:32.516438,28.979999999999997
T100156,Yogurt,Tesco - Manchester East,9,12.42,2024-05-03 21:23:32.516440,111.78
T100157,Biscuits,Tesco - Glasgow North,3,9.79,2024-06-30 21:23:32.516443,29.369999999999997
T100158,Cheese,Tesco - Glasgow North,5,3.46,2024-08-30 21:23:32.516445,17.3
T100159,Apples,Tesco - Birmingham West,6,6.74,2025-03-18 21:23:32.516448,40.44
T100160,Yogurt,Tesco - Cardiff Bay,4,2.2,2024-04-17 21:23:32.516450,8.8
T100161,Eggs,Tesco - Leeds Market,4,8.8,2024-10-16 21:23:32.516453,35.2
T100162,Milk,Tesco - Leeds Market,9,4.68,2025-01-04 21:23:32.516455,42.12
T100163,Yogurt,Tesco - Edinburgh Central,9,11.48,2024-12-22 21:23:32.516458,103.32000000000001
T100164,Yogurt,Tesco - London Central,4,10.89,2024-07-11 21:23:32.516460,43.56
T100165,Milk,Tesco - Glasgow North,6,9.73,2024-06-25 21:23:32.516463,58.38
T100166,Cheese,Tesco - Manchester East,3,2.3,2024-09-02 21:23:32.516465,6.8999999999999995
T100167,Eggs,Tesco - London Central,10,15.03,2024-07-12 21:23:32.516468,150.29999999999998
T100168,Butter,Tesco - Birmingham West,1,10.03,2024-07-06 21:23:32.516470,10.03
T100169,Cereal,Tesco - Glasgow North,7,6.87,2024-11-12 21:23:32.516473,48.09
T100170,Juice,Tesco - Cardiff Bay,2,13.13,2024-11-20 21:23:32.516475,26.26
T100171,Cereal,Tesco - Bristol Eastgate,7,4.44,2025-03-31 21:23:32.516478,31.080000000000002
T100172,Milk,Tesco - Glasgow North,8,4.58,2024-11-01 21:23:32.516480,36.64
T100173,Apples,Tesco - Bristol Eastgate,10,17.15,2024-11-28 21:23:32.516483,171.5
T100174,Bread,Tesco - Liverpool South,10,10.12,2024-05-09 21:23:32.516486,101.19999999999999
T100175,Eggs,Tesco - Sheffield Hills,1,1.08,2025-01-26 21:23:32.516488,1.08
T100176,Cheese,Tesco - Liverpool South,3,3.29,2024-05-28 21:23:32.516491,9.870000000000001
T100177,Biscuits,Tesco - London Central,10,14.2,2024-10-11 21:23:32.516494,142.0
T100178,Butter,Tesco - London Central,4,15.28,2025-03-11 21:23:32.516496,61.12
T100179,Eggs,Tesco - Liverpool South,4,4.52,2024-11-07 21:23:32.516498,18.08
T100180,Cheese,Tesco - Liverpool South,9,13.05,2024-12-13 21:23:32.516501,117.45
T100181,Butter,Tesco - Leeds Market,2,19.69,2024-04-17 21:23:32.516503,39.38
T100182,Eggs,Tesco - Sheffield Hills,2,4.4,2024-08-11 21:23:32.516506,8.8
T100183,Juice,Tesco - Sheffield Hills,2,18.26,2025-03-14 21:23:32.516509,36.52
T100184,Bread,Tesco - Liverpool South,3,15.12,2025-02-06 21:23:32.516511,45.36
T100185,Cheese,Tesco - Liverpool South,2,17.75,2025-03-06 21:23:32.516514,35.5
T100186,Biscuits,Tesco - Manchester East,10,14.01,2024-12-02 21:23:32.516516,140.1
T100187,Cereal,Tesco - Cardiff Bay,8,2.3,2025-03-01 21:23:32.516518,18.4
T100188,Apples,Tesco - London Central,9,5.05,2025-01-10 21:23:32.516521,45.449999999999996
T100189,Yogurt,Tesco - Sheffield Hills,7,11.92,2025-01-22 21:23:32.516524,83.44
T100190,Yogurt,Tesco - Birmingham West,2,1.56,2024-06-08 21:23:32.516529,3.12
T100191,Cereal,Tesco - Cardiff Bay,8,8.98,2024-11-19 21:23:32.516531,71.84
T100192,Biscuits,Tesco - Bristol Eastgate,6,19.04,2024-08-14 21:23:32.516534,114.24
T100193,Yogurt,Tesco - London Central,5,16.85,2024-12-17 21:23:32.516536,84.25
T100194,Milk,Tesco - Leeds Market,5,6.17,2024-04-21 21:23:32.516539,30.85
T100195,Cereal,Tesco - Cardiff Bay,8,13.99,2024-10-28 21:23:32.516542,111.92
T100196,Biscuits,Tesco - Glasgow North,9,10.35,2024-07-10 21:23:32.516544,93.14999999999999
T100197,Cereal,Tesco - Birmingham West,3,3.05,2024-08-13 21:23:32.516547,9.149999999999999
T100198,Cereal,Tesco - Cardiff Bay,6,1.4,2024-12-12 21:23:32.516549,8.399999999999999
T100199,Eggs,Tesco - Manchester East,6,1.96,2024-09-11 21:23:32.516552,11.76
T100200,Butter,Tesco - Sheffield Hills,10,10.06,2024-06-29 21:23:32.516554,100.60000000000001
T100201,Apples,Tesco - Bristol Eastgate,4,17.74,2024-11-20 21:23:32.516557,70.96
T100202,Cereal,Tesco - Liverpool South,4,16.12,2024-10-14 21:23:32.516560,64.48
T100203,Eggs,Tesco - Bristol Eastgate,3,16.57,2025-01-16 21:23:32.516562,49.71
T100204,Butter,Tesco - Manchester East,10,18.83,2024-09-17 21:23:32.516565,188.29999999999998
T100205,Apples,Tesco - Edinburgh Central,8,15.31,2024-05-15 21:23:32.516567,122.48
T100206,Milk,Tesco - Liverpool South,7,10.2,2025-01-02 21:23:32.516570,71.39999999999999
T100207,Butter,Tesco - Cardiff Bay,7,15.59,2024-10-29 21:23:32.516572,109.13
T100208,Cheese,Tesco - Edinburgh Central,2,10.41,2024-08-24 21:23:32.516575,20.82
T100209,Biscuits,Tesco - Cardiff Bay,6,17.84,2024-11-03 21:23:32.516577,107.03999999999999
T100210,Cereal,Tesco - Sheffield Hills,4,15.19,2024-11-04 21:23:32.516580,60.76
T100211,Milk,Tesco - London Central,3,19.49,2025-02-28 21:23:32.516583,58.47
T100212,Eggs,Tesco - Cardiff Bay,3,1.63,2024-06-24 21:23:32.516585,4.89
T100213,Cereal,Tesco - London Central,9,15.54,2025-01-08 21:23:32.516588,139.85999999999999
T100214,Butter,Tesco - Cardiff Bay,1,9.46,2025-01-25 21:23:32.516590,9.46
T100215,Bread,Tesco - Birmingham West,8,16.36,2024-04-26 21:23:32.516593,130.88
T100216,Biscuits,Tesco - Glasgow North,6,5.23,2024-08-01 21:23:32.516595,31.380000000000003
T100217,Bread,Tesco - Cardiff Bay,4,15.63,2024-09-16 21:23:32.516598,62.52
T100218,Bread,Tesco - Manchester East,3,17.22,2024-10-03 21:23:32.516600,51.66
T100219,Cheese,Tesco - Bristol Eastgate,3,11.85,2024-11-14 21:23:32.516603,35.55
T100220,Eggs,Tesco - Edinburgh Central,10,14.95,2025-02-18 21:23:32.516605,149.5
T100221,Butter,Tesco - London Central,2,6.93,2024-05-27 21:23:32.516608,13.86
T100222,Apples,Tesco - Bristol Eastgate,6,12.43,2024-06-19 21:23:32.516610,74.58
T100223,Yogurt,Tesco - Bristol Eastgate,1,10.64,2024-11-05 21:23:32.516613,10.64
T100224,Bread,Tesco - Bristol Eastgate,8,12.94,2024-06-25 21:23:32.516615,103.52
T100225,Yogurt,Tesco - Bristol Eastgate,9,18.26,2024-07-02 21:23:32.516618,164.34
T100226,Cereal,Tesco - Liverpool South,3,8.62,2024-07-19 21:23:32.516621,25.86
T100227,Apples,Tesco - Glasgow North,9,13.12,2025-01-12 21:23:32.516623,118.08
T100228,Apples,Tesco - Liverpool South,5,5.01,2024-04-13 21:23:32.516625,25.049999999999997
T100229,Cheese,Tesco - Edinburgh Central,8,14.63,2025-01-10 21:23:32.516628,117.04
T100230,Eggs,Tesco - Glasgow North,1,19.28,2025-04-06 21:23:32.516630,19.28
T100231,Cheese,Tesco - Sheffield Hills,8,3.19,2025-03-06 21:23:32.516633,25.52
T100232,Butter,Tesco - Manchester East,5,9.36,2025-01-02 21:23:32.516636,46.8
T100233,Yogurt,Tesco - Sheffield Hills,6,18.61,2024-05-18 21:23:32.516639,111.66
T100234,Cheese,Tesco - Birmingham West,7,19.02,2024-09-20 21:23:32.516642,133.14
T100235,Yogurt,Tesco - Glasgow North,8,3.0,2025-01-15 21:23:32.516644,24.0
T100236,Biscuits,Tesco - London Central,7,13.83,2025-02-05 21:23:32.516647,96.81
T100237,Juice,Tesco - Cardiff Bay,10,16.17,2025-03-27 21:23:32.516649,161.70000000000002
T100238,Biscuits,Tesco - Edinburgh Central,10,1.01,2024-04-23 21:23:32.516652,10.1
T100239,Juice,Tesco - Birmingham West,1,6.42,2024-04-20 21:23:32.516654,6.42
T100240,Apples,Tesco - Cardiff Bay,8,14.65,2024-10-18 21:23:32.516657,117.2
T100241,Yogurt,Tesco - Cardiff Bay,9,4.86,2024-04-13 21:23:32.516659,43.74
T100242,Cheese,Tesco - Glasgow North,2,11.58,2024-12-01 21:23:32.516662,23.16
T100243,Yogurt,Tesco - London Central,6,5.78,2024-06-18 21:23:32.516664,34.68
T100244,Bread,Tesco - London Central,6,13.74,2024-12-20 21:23:32.516667,82.44
T100245,Yogurt,Tesco - Cardiff Bay,3,19.93,2024-10-06 21:23:32.516670,59.79
T100246,Biscuits,Tesco - Manchester East,9,17.91,2024-12-19 21:23:32.516672,161.19
T100247,Yogurt,Tesco - Leeds Market,5,2.92,2024-12-22 21:23:32.516674,14.6
T100248,Milk,Tesco - Cardiff Bay,10,14.95,2024-12-18 21:23:32.516677,149.5
T100249,Eggs,Tesco - Liverpool South,2,19.69,2024-09-23 21:23:32.516679,39.38
T100250,Apples,Tesco - Leeds Market,3,9.29,2024-06-08 21:23:32.516682,27.869999999999997
T100251,Butter,Tesco - Edinburgh Central,5,3.42,2024-08-01 21:23:32.516684,17.1
T100252,Bread,Tesco - Glasgow North,3,3.47,2024-08-12 21:23:32.516687,10.41
T100253,Apples,Tesco - Bristol Eastgate,4,4.14,2024-04-17 21:23:32.516689,16.56
T100254,Juice,Tesco - Birmingham West,1,10.17,2024-09-03 21:23:32.516692,10.17
T100255,Apples,Tesco - Leeds Market,1,16.43,2024-09-14 21:23:32.516694,16.43
T100256,Apples,Tesco - Sheffield Hills,8,16.75,2024-12-02 21:23:32.516697,134.0
T100257,Juice,Tesco - Manchester East,5,19.86,2024-08-31 21:23:32.516699,99.3
T100258,Eggs,Tesco - Birmingham West,5,5.81,2024-09-19 21:23:32.516702,29.049999999999997
T100259,Milk,Tesco - Glasgow North,8,14.94,2025-03-31 21:23:32.516704,119.52
T100260,Apples,Tesco - London Central,7,2.55,2024-12-07 21:23:32.516707,17.849999999999998
T100261,Cereal,Tesco - Bristol Eastgate,9,10.48,2024-05-16 21:23:32.516710,94.32000000000001
T100262,Bread,Tesco - Leeds Market,3,10.04,2024-05-29 21:23:32.516712,30.119999999999997
T100263,Juice,Tesco - Leeds Market,1,2.23,2024-07-20 21:23:32.516715,2.23
T100264,Yogurt,Tesco - Bristol Eastgate,10,16.31,2024-07-07 21:23:32.516717,163.1
T100265,Biscuits,Tesco - London Central,1,7.0,2024-12-20 21:23:32.516720,7.0
T100266,Cheese,Tesco - Manchester East,4,6.79,2024-10-28 21:23:32.516722,27.16
T100267,Bread,Tesco - Bristol Eastgate,8,18.11,2024-12-20 21:23:32.516725,144.88
T100268,Cheese,Tesco - Edinburgh Central,10,8.34,2024-08-20 21:23:32.516727,83.4
T100269,Cereal,Tesco - Liverpool South,6,9.13,2025-02-19 21:23:32.516730,54.78
T100270,Butter,Tesco - Edinburgh Central,1,12.37,2024-07-14 21:23:32.516733,12.37
T100271,Biscuits,Tesco - Leeds Market,4,12.98,2025-02-23 21:23:32.516736,51.92
T100272,Butter,Tesco - Cardiff Bay,4,4.43,2024-05-13 21:23:32.516739,17.72
T100273,Apples,Tesco - Sheffield Hills,2,6.17,2024-10-29 21:23:32.516742,12.34
T100274,Cereal,Tesco - Birmingham West,2,15.66,2024-05-12 21:23:32.516744,31.32
T100275,Cereal,Tesco - Liverpool South,10,8.51,2024-07-02 21:23:32.516747,85.1
T100276,Milk,Tesco - Liverpool South,5,4.72,2024-04-08 21:23:32.516752,23.599999999999998
T100277,Eggs,Tesco - Liverpool South,8,16.74,2024-09-16 21:23:32.516754,133.92
T100278,Milk,Tesco - Liverpool South,3,4.74,2024-05-15 21:23:32.516757,14.22
T100279,Milk,Tesco - Cardiff Bay,3,17.78,2024-11-23 21:23:32.516760,53.34
T100280,Cereal,Tesco - London Central,10,6.49,2024-04-13 21:23:32.516762,64.9
T100281,Bread,Tesco - Sheffield Hills,9,13.01,2024-04-28 21:23:32.516765,117.09
T100282,Yogurt,Tesco - Cardiff Bay,6,16.08,2024-06-20 21:23:32.516767,96.47999999999999
T100283,Yogurt,Tesco - Birmingham West,9,7.29,2025-01-25 21:23:32.516770,65.61
T100284,Yogurt,Tesco - Glasgow North,1,2.11,2025-02-11 21:23:32.516772,2.11
T100285,Juice,Tesco - Glasgow North,4,2.67,2025-03-03 21:23:32.516775,10.68
T100286,Milk,Tesco - Cardiff Bay,4,17.75,2024-06-02 21:23:32.516778,71.0
T100287,Cereal,Tesco - Leeds Market,3,5.75,2025-04-07 21:23:32.516780,17.25
T100288,Biscuits,Tesco - Leeds Market,9,2.19,2024-10-05 21:23:32.516782,19.71
T100289,Juice,Tesco - Glasgow North,1,13.63,2024-08-05 21:23:32.516785,13.63
